task_name,arrival_time,start_time,service_time,completion_time,wait_time,turnaround_time
Task-268,278.86010467664323,332.3569247771599,5.719118118117289,338.0760428952772,53.49682,59.21594
Task-269,279.28344310649675,334.96764184353395,4.726825420641431,339.6944672641754,55.6842,60.41102
Task-270,279.72562315567575,336.813273014064,4.586691994338447,341.39996500840243,57.08765,61.67434
Task-271,280.1583606892034,336.95612515030695,5.867150679574634,342.8232758298816,56.79776,62.66492
Task-272,281.2408240933204,338.0760428952772,5.774444237356835,343.85048713263404,56.83522,62.60966
Task-273,282.1386161525614,339.6944672641754,4.500758769125236,344.1952260333006,57.55585,62.05661
Task-274,284.5508935600809,341.39996500840243,4.37343205932938,345.7733970677318,56.84907,61.2225
Task-275,286.86767743245906,342.8232758298816,5.501655370350486,348.3249312002321,55.9556,61.45725
Task-277,289.4063454623972,344.1952260333006,4.7695032181005885,348.9647292514012,54.78888,59.55838
Task-276,287.75438323039396,343.85048713263404,5.579057896242626,349.42954502887665,56.0961,61.67516
Task-278,289.81576959082264,345.7733970677318,5.362057181121598,351.1354542488534,55.95763,61.31968
Task-280,291.4685341657407,348.9647292514012,4.916798938879498,353.8815281902807,57.4962,62.41299
Task-279,290.51446920281245,348.3249312002321,5.9676894743661295,354.2926206745982,57.81046,63.77815
Task-281,291.92004473908963,349.42954502887665,5.714378589458609,355.14392361833524,57.5095,63.22388
Task-282,292.4927300437762,351.1354542488534,5.344870883394018,356.48032513224746,58.64272,63.9876
Task-284,299.61996441597694,354.2926206745982,5.328389955826422,359.6210106304246,54.67266,60.00105
Task-285,299.85535662507743,355.14392361833524,4.47918057887668,359.62310419721194,55.28857,59.76775
Task-283,294.03989579208513,353.8815281902807,6.025295250935678,359.9068234412164,59.84163,65.86693
Task-286,301.4432862546321,356.48032513224746,4.825900751393824,361.3062258836413,55.03704,59.86294
Task-289,304.6580309893829,359.9068234412164,5.368818205454327,365.2756416466707,55.24879,60.61761
Task-288,304.05430649982446,359.62310419721194,5.947059111189459,365.5701633084014,55.5688,61.51586
Task-287,303.07357357290795,359.6210106304246,6.197425762589747,365.8184363930144,56.54744,62.74486
Task-290,304.6768095297948,361.3062258836413,4.929926905063947,366.2361527887052,56.62942,61.55934
Task-291,305.8919499460801,365.2756416466707,4.5585417589726696,369.8341834056434,59.38369,63.94223
Task-293,309.4046717960043,365.8184363930144,5.2076821492352865,371.02611854224966,56.41376,61.62145
Task-294,309.97334633933815,366.2361527887052,4.85135846653272,371.0875112552379,56.26281,61.11416
Task-292,306.13141701023255,365.5701633084014,6.165971962965534,371.73613527136695,59.43875,65.60472
Task-295,310.80832542143946,369.8341834056434,4.30486396752708,374.13904737317046,59.02586,63.33072
Task-297,311.9537229237331,371.0875112552379,4.9942488620075745,376.0817601172455,59.13379,64.12804
Task-296,311.7938549610515,371.02611854224966,5.339861081856288,376.36597962410593,59.23226,64.57212
